,index,V,TO,stateVotesId,candidate,party,office,district,electionID,electionDescription,electionDate
243,9446,6961,50.35%,2997,Carolanne Rowe,Republican Party,Judge of Probate 27,27,31,November 2018 State Election,11/06/2018
244,9569,6864,49.65%,2997,Andrea Truppa,Democratic Party,Judge of Probate 27,27,31,November 2018 State Election,11/06/2018
