,index,V,TO,stateVotesId,candidate,party,office,district,electionID,electionDescription,electionDate
230,9437,16289,63.70%,2990,Michael F Magistrali,Republican Party,Judge of Probate 23,23,31,November 2018 State Election,11/06/2018
231,9956,9281,36.30%,2990,Ruth Nadeau Dwyer,Democratic Party,Judge of Probate 23,23,31,November 2018 State Election,11/06/2018
