,index,V,TO,stateVotesId,candidate,party,office,district,electionID,electionDescription,electionDate
192,9417,15637,47.80%,2964,Charles Houlihan,Democratic Party,Judge of Probate 09,9,31,November 2018 State Election,11/06/2018
193,9418,17076,52.20%,2964,Cynthia C Becker,Republican Party,Judge of Probate 09,9,31,November 2018 State Election,11/06/2018
