,index,V,TO,stateVotesId,candidate,party,office,district,electionID,electionDescription,electionDate
197,9422,8018,43.39%,2967,Kerry A. Socha,Republican Party,Judge of Probate 12,12,31,November 2018 State Election,11/06/2018
198,9484,10461,56.61%,2967,Elisa H Bartlett,Democratic Party,Judge of Probate 12,12,31,November 2018 State Election,11/06/2018
