,index,V,TO,stateVotesId,candidate,party,office,district,electionID,electionDescription,electionDate
136,9033,19039,44.14%,2944,David A Lawson,Democratic Party,State Senator 30,30,31,November 2018 State Election,11/06/2018
137,9034,22068,51.16%,2944,Craig A Miner,Republican Party,State Senator 30,30,31,November 2018 State Election,11/06/2018
138,9742,972,2.25%,2944,David A Lawson,Working Families Party,State Senator 30,30,31,November 2018 State Election,11/06/2018
139,9752,1053,2.44%,2944,Craig A Miner,Independent Party,State Senator 30,30,31,November 2018 State Election,11/06/2018
