,index,V,TO,stateVotesId,candidate,party,office,district,electionID,electionDescription,electionDate
461,9099,1144,15.02%,3086,Charles Jackson,Republican Party,State Representative 05,5,31,November 2018 State Election,11/06/2018
462,9559,6474,84.98%,3086,Brandon McGee,Democratic Party,State Representative 05,5,31,November 2018 State Election,11/06/2018
