,index,V,TO,stateVotesId,candidate,party,office,district,electionID,electionDescription,electionDate
140,9035,15762,41.34%,2945,Christopher A Wright,Democratic Party,State Senator 31,31,31,November 2018 State Election,11/06/2018
141,9036,21317,55.91%,2945,Henri Martin,Republican Party,State Senator 31,31,31,November 2018 State Election,11/06/2018
142,9682,1050,2.75%,2945,Henri Martin,Independent Party,State Senator 31,31,31,November 2018 State Election,11/06/2018
