,index,V,TO,stateVotesId,candidate,party,office,district,electionID,electionDescription,electionDate
333,9297,5856,52.85%,3040,Robin E Comey,Democratic Party,State Representative 102,102,31,November 2018 State Election,11/06/2018
334,9298,4753,42.89%,3040,Robert Imperato,Republican Party,State Representative 102,102,31,November 2018 State Election,11/06/2018
335,9915,231,2.08%,3040,Robert Imperato,Independent Party,State Representative 102,102,31,November 2018 State Election,11/06/2018
336,9974,241,2.17%,3040,Robin E Comey,Working Families Party,State Representative 102,102,31,November 2018 State Election,11/06/2018
