,index,V,TO,stateVotesId,candidate,party,office,district,electionID,electionDescription,electionDate
53,8978,16087,58.63%,2920,Terry Bielinski Gerratana,Democratic Party,State Senator 06,6,31,November 2018 State Election,11/06/2018
54,8979,10263,37.41%,2920,Robert Smedley,Republican Party,State Senator 06,6,31,November 2018 State Election,11/06/2018
55,9716,1086,3.96%,2920,Terry Bielinski Gerratana,Working Families Party,State Senator 06,6,31,November 2018 State Election,11/06/2018
