,index,V,TO,stateVotesId,candidate,party,office,district,electionID,electionDescription,electionDate
306,9470,16905,57.38%,3029,T.R. Rowe,Republican Party,Judge of Probate 46,46,31,November 2018 State Election,11/06/2018
307,9471,11957,40.59%,3029,Lori L Underberger,Democratic Party,Judge of Probate 46,46,31,November 2018 State Election,11/06/2018
308,9853,599,2.03%,3029,T.R. Rowe,Independent Party,Judge of Probate 46,46,31,November 2018 State Election,11/06/2018
