,index,V,TO,stateVotesId,candidate,party,office,district,electionID,electionDescription,electionDate
111,9016,14456,86.80%,2937,Dennis Bradley,Democratic Party,State Senator 23,23,31,November 2018 State Election,11/06/2018
112,9593,2199,13.20%,2937,John Rodriguez,Republican Party,State Senator 23,23,31,November 2018 State Election,11/06/2018
