,index,V,TO,stateVotesId,candidate,party,office,district,electionID,electionDescription,electionDate
69,8990,23787,77.88%,2925,Martin M Looney,Democratic Party,State Senator 11,11,31,November 2018 State Election,11/06/2018
70,8991,6758,22.12%,2925,Erin Reilly,Republican Party,State Senator 11,11,31,November 2018 State Election,11/06/2018
