,index,V,TO,stateVotesId,candidate,party,office,district,electionID,electionDescription,electionDate
107,10048,665,1.98%,2936,Marilyn Moore,Working Families Party,State Senator 22,22,31,November 2018 State Election,11/06/2018
108,9014,19130,57.09%,2936,Marilyn Moore,Democratic Party,State Senator 22,22,31,November 2018 State Election,11/06/2018
109,9015,13155,39.26%,2936,Rich Deecken,Republican Party,State Senator 22,22,31,November 2018 State Election,11/06/2018
110,9803,557,1.66%,2936,Rich Deecken,Independent Party,State Senator 22,22,31,November 2018 State Election,11/06/2018
