,index,V,TO,stateVotesId,candidate,party,office,district,electionID,electionDescription,electionDate
83,8999,16426,84.72%,2929,Joan V Hartley,Democratic Party,State Senator 15,15,31,November 2018 State Election,11/06/2018
84,9690,2963,15.28%,2929,James Russell,Independent Party,State Senator 15,15,31,November 2018 State Election,11/06/2018
