,index,V,TO,stateVotesId,candidate,party,office,district,electionID,electionDescription,electionDate
382,9327,5404,53.42%,3060,Kim Rose,Democratic Party,State Representative 118,118,31,November 2018 State Election,11/06/2018
383,9328,4421,43.70%,3060,Connie Jagodzinski,Republican Party,State Representative 118,118,31,November 2018 State Election,11/06/2018
384,9843,292,2.89%,3060,Kim Rose,Independent Party,State Representative 118,118,31,November 2018 State Election,11/06/2018
