,index,V,TO,stateVotesId,candidate,party,office,district,electionID,electionDescription,electionDate
319,9475,10105,37.12%,3034,Bryan L LeClerc,Republican Party,Judge of Probate 49,49,31,November 2018 State Election,11/06/2018
320,9476,16574,60.89%,3034,Kate Neary Maxham,Democratic Party,Judge of Probate 49,49,31,November 2018 State Election,11/06/2018
321,9924,540,1.98%,3034,Bryan L LeClerc,Independent Party,Judge of Probate 49,49,31,November 2018 State Election,11/06/2018
