,index,V,TO,stateVotesId,candidate,party,office,district,electionID,electionDescription,electionDate
148,9043,22826,55.96%,2948,Len Fasano,Republican Party,State Senator 34,34,31,November 2018 State Election,11/06/2018
149,9557,16939,41.53%,2948,Aili McKeen,Democratic Party,State Senator 34,34,31,November 2018 State Election,11/06/2018
150,9753,1027,2.52%,2948,Len Fasano,Independent Party,State Senator 34,34,31,November 2018 State Election,11/06/2018
