,index,V,TO,stateVotesId,candidate,party,office,district,electionID,electionDescription,electionDate
429,9360,5251,47.82%,3077,Ashley Gaudiano,Democratic Party,State Representative 134,134,31,November 2018 State Election,11/06/2018
430,9361,5516,50.24%,3077,Laura M Devlin,Republican Party,State Representative 134,134,31,November 2018 State Election,11/06/2018
431,9848,213,1.94%,3077,Laura M Devlin,Independent Party,State Representative 134,134,31,November 2018 State Election,11/06/2018
