,index,V,TO,stateVotesId,candidate,party,office,district,electionID,electionDescription,electionDate
664,9207,4606,44.64%,3164,Scott A Storms,Republican Party,State Representative 60,60,31,November 2018 State Election,11/06/2018
665,9563,5454,52.86%,3164,Jane M Garibay,Democratic Party,State Representative 60,60,31,November 2018 State Election,11/06/2018
666,9831,257,2.49%,3164,Scott A Storms,Independent Party,State Representative 60,60,31,November 2018 State Election,11/06/2018
