,index,V,TO,stateVotesId,candidate,party,office,district,electionID,electionDescription,electionDate
532,9125,2989,34.25%,3126,Richard Ireland Jr,Democratic Party,State Representative 22,22,31,November 2018 State Election,11/06/2018
533,9126,5297,60.70%,3126,William A Petit Jr,Republican Party,State Representative 22,22,31,November 2018 State Election,11/06/2018
534,9683,441,5.05%,3126,William A Petit Jr,Independent Party,State Representative 22,22,31,November 2018 State Election,11/06/2018
