,index,V,TO,stateVotesId,candidate,party,office,district,electionID,electionDescription,electionDate
628,9185,4325,88.19%,3153,Susan Johnson,Democratic Party,State Representative 49,49,31,November 2018 State Election,11/06/2018
629,9744,579,11.81%,3153,Susan Johnson,Working Families Party,State Representative 49,49,31,November 2018 State Election,11/06/2018
