,index,V,TO,stateVotesId,candidate,party,office,district,electionID,electionDescription,electionDate
647,9195,5219,42.78%,3159,Tiffany V Thiele,Democratic Party,State Representative 55,55,31,November 2018 State Election,11/06/2018
648,9196,6668,54.66%,3159,Robin Green,Republican Party,State Representative 55,55,31,November 2018 State Election,11/06/2018
649,9930,313,2.57%,3159,Tiffany V Thiele,Working Families Party,State Representative 55,55,31,November 2018 State Election,11/06/2018
