,index,V,TO,stateVotesId,candidate,party,office,district,electionID,electionDescription,electionDate
290,9463,17679,56.18%,3019,Beverly Streit-Kefalas,Democratic Party,Judge of Probate 40,40,31,November 2018 State Election,11/06/2018
291,9464,13788,43.82%,3019,Chris Goulden,Republican Party,Judge of Probate 40,40,31,November 2018 State Election,11/06/2018
