,index,V,TO,stateVotesId,candidate,party,office,district,electionID,electionDescription,electionDate
916,10004,1049,17.07%,3330,Sarah M Baldwin,,Non Partisan Representative Town Meeting District I,0,31,November 2018 State Election,11/06/2018
917,10005,1108,18.03%,3330,Amy Barsanti,,Non Partisan Representative Town Meeting District I,0,31,November 2018 State Election,11/06/2018
918,10006,1007,16.38%,3330,Taylor W Carter,,Non Partisan Representative Town Meeting District I,0,31,November 2018 State Election,11/06/2018
919,10007,997,16.22%,3330,Diane G Conologue,,Non Partisan Representative Town Meeting District I,0,31,November 2018 State Election,11/06/2018
920,10008,1013,16.48%,3330,Christopher Ezbiansky,,Non Partisan Representative Town Meeting District I,0,31,November 2018 State Election,11/06/2018
921,10009,972,15.82%,3330,Cassie Ann Mecsery,,Non Partisan Representative Town Meeting District I,0,31,November 2018 State Election,11/06/2018
