,index,V,TO,stateVotesId,candidate,party,office,district,electionID,electionDescription,electionDate
270,9451,9823,66.62%,3007,Mathew H Greene,Democratic Party,Judge of Probate 31,31,31,November 2018 State Election,11/06/2018
271,9452,4922,33.38%,3007,Mathew H Greene,Republican Party,Judge of Probate 31,31,31,November 2018 State Election,11/06/2018
