,index,V,TO,stateVotesId,candidate,party,office,district,electionID,electionDescription,electionDate
545,9136,3440,64.92%,3130,Peter A Tercyak,Democratic Party,State Representative 26,26,31,November 2018 State Election,11/06/2018
546,9137,1601,30.21%,3130,Tremell J Collins,Republican Party,State Representative 26,26,31,November 2018 State Election,11/06/2018
547,9855,258,4.87%,3130,Peter A Tercyak,Working Families Party,State Representative 26,26,31,November 2018 State Election,11/06/2018
