,index,V,TO,stateVotesId,candidate,party,office,district,electionID,electionDescription,electionDate
274,9453,10850,51.18%,3009,Jeffrey A McNamara,Republican Party,Judge of Probate 32,32,31,November 2018 State Election,11/06/2018
275,9454,10349,48.82%,3009,Jeffrey A McNamara,Democratic Party,Judge of Probate 32,32,31,November 2018 State Election,11/06/2018
