,index,V,TO,stateVotesId,candidate,party,office,district,electionID,electionDescription,electionDate
240,9441,8605,49.12%,2995,Leah Schad,Democratic Party,Judge of Probate 26,26,31,November 2018 State Election,11/06/2018
241,9442,8915,50.88%,2995,Leah Schad,Republican Party,Judge of Probate 26,26,31,November 2018 State Election,11/06/2018
