,index,V,TO,stateVotesId,candidate,party,office,district,electionID,electionDescription,electionDate
143,9037,17501,38.81%,2946,Catherine P DeCarli,Democratic Party,State Senator 32,32,31,November 2018 State Election,11/06/2018
144,9038,27598,61.19%,2946,Eric C Berthel,Republican Party,State Senator 32,32,31,November 2018 State Election,11/06/2018
