,index,V,TO,stateVotesId,candidate,party,office,district,electionID,electionDescription,electionDate
484,9383,2257,27.63%,3095,Dan Pannone,Republican Party,State Representative 146,146,31,November 2018 State Election,11/06/2018
485,9566,5913,72.37%,3095,David Michel,Democratic Party,State Representative 146,146,31,November 2018 State Election,11/06/2018
