,index,V,TO,stateVotesId,candidate,party,office,district,electionID,electionDescription,electionDate
216,9235,4190,35.49%,2985,Paul Honig,Democratic Party,State Representative 76,76,31,November 2018 State Election,11/06/2018
217,9236,7615,64.51%,2985,John Piscopo,Republican Party,State Representative 76,76,31,November 2018 State Election,11/06/2018
