,index,V,TO,stateVotesId,candidate,party,office,district,electionID,electionDescription,electionDate
172,8926,718033,52.96%,2954,Kevin Lembo,Democratic Party,Comptroller,0,31,November 2018 State Election,11/06/2018
173,9672,563099,41.53%,2954,Kurt Miller,Republican Party,Comptroller,0,31,November 2018 State Election,11/06/2018
174,9676,22411,1.65%,2954,Kurt Miller,Independent Party,Comptroller,0,31,November 2018 State Election,11/06/2018
175,9765,28773,2.12%,2954,Kevin Lembo,Working Families Party,Comptroller,0,31,November 2018 State Election,11/06/2018
176,9768,10360,0.76%,2954,Edward G Heflin,Green Party,Comptroller,0,31,November 2018 State Election,11/06/2018
177,9913,13165,0.97%,2954,Paul Passarelli,Libertarian Party,Comptroller,0,31,November 2018 State Election,11/06/2018
