,index,V,TO,stateVotesId,candidate,party,office,district,electionID,electionDescription,electionDate
636,9190,3307,35.30%,3156,David F Walsh,Democratic Party,State Representative 52,52,31,November 2018 State Election,11/06/2018
637,9191,5433,58.00%,3156,Kurt Vail,Republican Party,State Representative 52,52,31,November 2018 State Election,11/06/2018
638,9827,248,2.65%,3156,Kurt Vail,Independent Party,State Representative 52,52,31,November 2018 State Election,11/06/2018
639,9856,213,2.27%,3156,David F Walsh,Working Families Party,State Representative 52,52,31,November 2018 State Election,11/06/2018
640,9897,166,1.77%,3156,Linda Louise LaCasse,Petitioning Candidate,State Representative 52,52,31,November 2018 State Election,11/06/2018
