,index,V,TO,stateVotesId,candidate,party,office,district,electionID,electionDescription,electionDate
409,9564,5362,84.32%,3069,Charlie Stallworth,Democratic Party,State Representative 126,126,31,November 2018 State Election,11/06/2018
410,9950,997,15.68%,3069,Manuel Bataguas,Republican Party,State Representative 126,126,31,November 2018 State Election,11/06/2018
