,index,V,TO,stateVotesId,candidate,party,office,district,electionID,electionDescription,electionDate
160,8924,735743,53.80%,2952,Denise W Merrill,Democratic Party,Secretary of the State,0,31,November 2018 State Election,11/06/2018
161,8935,557616,40.77%,2952,Susan Chapman,Republican Party,Secretary of the State,0,31,November 2018 State Election,11/06/2018
162,9678,23163,1.69%,2952,Susan Chapman,Independent Party,Secretary of the State,0,31,November 2018 State Election,11/06/2018
163,9745,28324,2.07%,2952,Denise W Merrill,Working Families Party,Secretary of the State,0,31,November 2018 State Election,11/06/2018
164,9767,12469,0.91%,2952,S Michael DeRosa,Green Party,Secretary of the State,0,31,November 2018 State Election,11/06/2018
165,9911,10361,0.76%,2952,Heather Lynn Sylvestre Gwynn,Libertarian Party,Secretary of the State,0,31,November 2018 State Election,11/06/2018
