,index,V,TO,stateVotesId,candidate,party,office,district,electionID,electionDescription,electionDate
43,8972,22018,60.69%,2917,Tim Larson,Democratic Party,State Senator 03,3,31,November 2018 State Election,11/06/2018
44,8973,13464,37.11%,2917,Jennifer L Lovett,Republican Party,State Senator 03,3,31,November 2018 State Election,11/06/2018
45,9794,796,2.19%,2917,Jennifer L Lovett,Independent Party,State Senator 03,3,31,November 2018 State Election,11/06/2018
