,index,V,TO,stateVotesId,candidate,party,office,district,electionID,electionDescription,electionDate
463,9374,7237,86.86%,3087,Terrie E Wood,Republican Party,State Representative 141,141,31,November 2018 State Election,11/06/2018
464,9942,1095,13.14%,3087,Terrie E Wood,Independent Party,State Representative 141,141,31,November 2018 State Election,11/06/2018
