,index,V,TO,stateVotesId,candidate,party,office,district,electionID,electionDescription,electionDate
606,9174,4913,42.39%,3147,Shaun Mastroianni,Republican Party,State Representative 43,43,31,November 2018 State Election,11/06/2018
607,9562,6369,54.96%,3147,Kate Rotella,Democratic Party,State Representative 43,43,31,November 2018 State Election,11/06/2018
608,9948,307,2.65%,3147,Shaun Mastroianni,Independent Party,State Representative 43,43,31,November 2018 State Election,11/06/2018
