,index,V,TO,stateVotesId,candidate,party,office,district,electionID,electionDescription,electionDate
195,9420,10841,44.60%,2966,Gina L Cekala,Democratic Party,Judge of Probate 11,11,31,November 2018 State Election,11/06/2018
196,9421,13465,55.40%,2966,Carolyn McCaffrey,Republican Party,Judge of Probate 11,11,31,November 2018 State Election,11/06/2018
