,index,V,TO,stateVotesId,candidate,party,office,district,electionID,electionDescription,electionDate
258,9449,11736,39.31%,3003,Salvatore Ritacco,Republican Party,Judge of Probate 30,30,31,November 2018 State Election,11/06/2018
259,9450,18117,60.69%,3003,Nicholas Kepple,Democratic Party,Judge of Probate 30,30,31,November 2018 State Election,11/06/2018
