,index,V,TO,stateVotesId,candidate,party,office,district,electionID,electionDescription,electionDate
263,9260,4367,36.42%,3005,Anne Harrigan,Democratic Party,State Representative 89,89,31,November 2018 State Election,11/06/2018
264,9261,7348,61.28%,3005,Lezlye W Zupkus,Republican Party,State Representative 89,89,31,November 2018 State Election,11/06/2018
265,9689,275,2.29%,3005,Lezlye W Zupkus,Independent Party,State Representative 89,89,31,November 2018 State Election,11/06/2018
