,index,V,TO,stateVotesId,candidate,party,office,district,electionID,electionDescription,electionDate
203,9429,16475,52.39%,2974,Matt Jalowiec,Republican Party,Judge of Probate 18,18,31,November 2018 State Election,11/06/2018
204,9430,14972,47.61%,2974,Matt Jalowiec,Democratic Party,Judge of Probate 18,18,31,November 2018 State Election,11/06/2018
