,index,V,TO,stateVotesId,candidate,party,office,district,electionID,electionDescription,electionDate
901,10019,958,16.62%,3328,Jack H Davis,,Non Partisan Representative Town Meeting District III,0,31,November 2018 State Election,11/06/2018
902,10020,959,16.63%,3328,Elise Feldman,,Non Partisan Representative Town Meeting District III,0,31,November 2018 State Election,11/06/2018
903,10021,979,16.98%,3328,Petr Marousek,,Non Partisan Representative Town Meeting District III,0,31,November 2018 State Election,11/06/2018
904,10022,914,15.85%,3328,Edward A Washecka,,Non Partisan Representative Town Meeting District III,0,31,November 2018 State Election,11/06/2018
905,10023,974,16.90%,3328,Lisa Yarnell,,Non Partisan Representative Town Meeting District III,0,31,November 2018 State Election,11/06/2018
906,10024,981,17.02%,3328,Scott Zimmerman,,Non Partisan Representative Town Meeting District III,0,31,November 2018 State Election,11/06/2018
